year,title,doi,eid
2017,A simplified massive MIMO implemented with pre or post-processing,10.1016/j.phycom.2017.06.002,2-s2.0-85020945168
2017,CE-OFDM Schemes,10.1007/s11277-017-4333-x,2-s2.0-85019599955
2017,CE-OFDM Schemes: Spectral Characterization and Optimum Performance,10.1007/s11277-017-4333-x,2-s2.0-85019599955
2017,RF-spectrum opportunities for cognitive radio networks operating over GSM channels,10.1109/ICC.2017.7997382,2-s2.0-85028356357
2017,RF-spectrum opportunities for cognitive radio networks operating over GSM channels,10.1109/ICC.2017.7997382,2-s2.0-85028356357
2017,A low complexity channel estimation scheme for Massive MIMO systems,10.1109/IWCMC.2017.7986292,2-s2.0-85027853025
2017,A low complexity channel estimation scheme for Massive MIMO systems,10.1109/IWCMC.2017.7986292,2-s2.0-85027853025
2017,Kalman filter for target tracking using coupled RSS and AoA measurements,10.1109/IWCMC.2017.7986591,2-s2.0-85027850503
2017,Kalman filter for target tracking using coupled RSS and AoA measurements,10.1109/IWCMC.2017.7986591,2-s2.0-85027850503
2017,Performance analysis of a distributed MAC scheme for Multi-Packet Reception wireless networks,10.1109/IWCMC.2017.7986541,2-s2.0-85027863264
2017,Performance analysis of a distributed MAC scheme for Multi-Packet Reception wireless networks,10.1109/IWCMC.2017.7986541,2-s2.0-85027863264
2017,Performance analysis of Multi-Packet Reception wireless systems in far-field region,10.1109/IWCMC.2017.7986598,2-s2.0-85027884512
2017,Performance analysis of Multi-Packet Reception wireless systems in far-field region,10.1109/IWCMC.2017.7986598,2-s2.0-85027884512
2017,Performance Evaluation of Wavelet-Coded OFDM on a 4.9 Gb/s W-Band Radio-Over-Fiber Link,10.1109/JLT.2017.2701358,
2017,Performance evaluation of wavelet-coded OFDM on a 4.9 Gb/s W-Band Radio-Over-Fiber Link,10.1109/JLT.2017.2701358,2-s2.0-85020299497
2017,Performance evaluation of wavelet-coded OFDM on a 4.9 Gb/s W-Band Radio-Over-Fiber Link,10.1109/JLT.2017.2701358,2-s2.0-85020299497
2017,Performance analysis of a distributed algorithm for target localization in wireless sensor networks using hybrid measurements in a connection failure scenario,10.1109/YEF-ECE.2017.7935637,2-s2.0-85025476470
2017,Performance analysis of a distributed algorithm for target localization in wireless sensor networks using hybrid measurements in a connection failure scenario,10.1109/YEF-ECE.2017.7935637,2-s2.0-85025476470
2017,An iterative decision directed channel estimation for multi-user MIMO systems,10.1109/PIERS.2017.8262401,2-s2.0-85044950546
2017,An iterative decision directed channel estimation for multi-user MIMO systems,10.1109/PIERS.2017.8262401,2-s2.0-85044950546
2017,Low complexity MRC and EGC based receivers for SC-FDE modulations with massive MIMO schemes,10.1109/GlobalSIP.2016.7905927,2-s2.0-85019218656
2017,Low complexity MRC and EGC based receivers for SC-FDE modulations with massive MIMO schemes,10.1109/GlobalSIP.2016.7905927,2-s2.0-85019218656
2017,3-D Target Localization in Wireless Sensor Network Using RSS and AoA Measurements,10.1109/TVT.2016.2589923,
2017,3-D Target Localization in Wireless Sensor Networks Using RSS and AoA Measurements,10.1109/TVT.2016.2589923,2-s2.0-85018305452
2017,3-D Target Localization in Wireless Sensor Networks Using RSS and AoA Measurements,10.1109/TVT.2016.2589923,2-s2.0-85018305452
2017,Ring-type Magnitude Modulation for LINC: a pragmatic approach to the efficiency challenge,10.1109/TCOMM.2017.2695602,
2017,Ring-Type Magnitude Modulation for LINC,10.1109/TCOMM.2017.2695602,2-s2.0-85029480805
2017,Ring-Type Magnitude Modulation for LINC: A Pragmatic Approach to the Efficiency Challenge,10.1109/TCOMM.2017.2695602,2-s2.0-85029480805
2017,Two Methods for Estimation of Amplifier Imbalances in Multi-Amplifier Transmission Structures,10.13164/re.2017.0285,
2017,Two methods for estimation of amplifier imbalances in multi-amplifier transmission structures,10.13164/re.2017.0285,2-s2.0-85018262294
2017,Two methods for estimation of amplifier imbalances in multi-amplifier transmission structures,10.13164/re.2017.0285,2-s2.0-85018262294
2017,Iterative Receiver Combining IB-DFE with MRC for Massive MIMO Schemes,10.1016/j.procs.2017.05.356,2-s2.0-85021843213
2017,Iterative Receiver Combining IB-DFE with MRC for Massive MIMO Schemes,10.1016/j.procs.2017.05.356,2-s2.0-85021843213
2017,Modelling the impact of phase errors onmulti-antenna linc transmitters for of DM systems,10.2316/P.2017.848-006,2-s2.0-85030462280
2017,Modelling the impact of phase errors onmulti-antenna linc transmitters for of DM systems,10.2316/P.2017.848-006,2-s2.0-85030462280
2017,A novel reservation-based MAC scheme for distributed cognitive radio networks,10.1109/TVT.2016.2605718,2-s2.0-85021703114
2017,A power efficient technique for double layer massive MIMO schemes,10.1109/VTCFall.2017.8288135,2-s2.0-85045257056
2018,A power efficient technique for double layer massive MIMO schemes,10.1109/VTCFall.2017.8288135,2-s2.0-85045257056
2017,A Simplified Massive MIMO Approach Using Precoding,10.1109/CIT.2017.12,2-s2.0-85032363270
2017,A Simplified Massive MIMO Approach Using Precoding,10.1109/CIT.2017.12,2-s2.0-85032363270
2017,An efficient WLS estimator for target localization in wireless sensor networks,10.1109/TELFOR.2016.7818822,2-s2.0-85013634905
2017,Analytical characterization of CSI quantization effects on broadband multipath channels,10.1016/j.dsp.2016.09.015,2-s2.0-84993965316
2017,Combining info and spatial directivities in multiple antenna transmission systems,10.1109/YEF-ECE.2017.7935631,2-s2.0-85025460229
2017,Combining info and spatial directivities in multiple antenna transmission systems,10.1109/YEF-ECE.2017.7935631,2-s2.0-85025460229
2017,Distributed algorithm for target localization in wireless sensor networks using RSS and AoA measurements,10.1016/j.pmcj.2016.09.013,2-s2.0-84992402752
2017,Efficient channel estimation using TCH codes,10.1109/ICUMT.2017.8255193,2-s2.0-85045300853
2017,Efficient channel estimation using TCH codes,10.1109/ICUMT.2017.8255193,2-s2.0-85045300853
2017,Efficient Uniform Channel Quantization of Sparse CIR for Downlink OFDM Systems,10.1007/s11277-017-4201-8,2-s2.0-85018361898
2017,Efficient Uniform Channel Quantization of Sparse CIR for Downlink OFDM Systems,10.1007/s11277-017-4201-8,2-s2.0-85018361898
2017,Frequency-domain receiver design for doubly selective channels,10.1201/9781315169576,2-s2.0-85051475692
2017,Frequency-domain receiver design for doubly selective channels,10.1201/9781315169576,2-s2.0-85051475692
2017,Hybrid Iterative Space-Time Equalization for Multi-User mmW Massive MIMO Systems,10.1109/TCOMM.2016.2632732,2-s2.0-85013436123
2017,MAP estimator for target tracking in wireless sensor networks for unknown transmit power,10.1007/978-3-319-56077-9_32,2-s2.0-85018183086
2017,MAP estimator for target tracking in wireless sensor networks for unknown transmit power,10.1007/978-3-319-56077-9_32,2-s2.0-85018183086
2017,Multi-antenna transmission technique with constellation shaping for secrecy at physical layer,,2-s2.0-85076966988
2017,Multi-antenna transmission technique with constellation shaping for secrecy at physical layer,,2-s2.0-85076966988
2017,Multiuser detection for the uplink of clustered 5G systems with universal frequency reuse,10.1016/j.phycom.2017.01.006,2-s2.0-85012113105
2017,On the Feasibility of OFDM-Based Massive MIMO Systems with Low Resolution Quantizers,10.1109/VTCSpring.2017.8108323,2-s2.0-85040566635
2017,On the Feasibility of OFDM-Based Massive MIMO Systems with Low Resolution Quantizers,10.1109/VTCSpring.2017.8108323,2-s2.0-85040566635
2017,Outliers detection in network services with self-learned profiles,10.1109/ICUMT.2017.8255153,2-s2.0-85045326079
2017,Outliers detection in network services with self-learned profiles,10.1109/ICUMT.2017.8255153,2-s2.0-85045326079
2017,Performance evaluation of a frequency selective millimeter wave system with limited feedback,10.1109/ICUMT.2017.8255168,2-s2.0-85045298311
2017,Performance evaluation of a frequency selective millimeter wave system with limited feedback,10.1109/ICUMT.2017.8255168,2-s2.0-85045298311
2017,Robust receivers for base station cooperation systems,10.1016/j.dsp.2017.02.002,2-s2.0-85013078315
2017,RSS-AoA-based target localization and tracking in wireless sensor networks,,2-s2.0-85070802087
2017,RSS-AoA-based target localization and tracking in wireless sensor networks,,2-s2.0-85070802087
2017,Sum-Rate of Block-Wise SC Massive MIMO Systems in the Presence of Carrier Frequency Offset,10.1109/VTCSpring.2017.8108324,2-s2.0-85040602646
2017,Sum-Rate of Block-Wise SC Massive MIMO Systems in the Presence of Carrier Frequency Offset,10.1109/VTCSpring.2017.8108324,2-s2.0-85040602646
2017,Wavelet-Time Diversity Transmission in Wireless Systems,10.1109/VTCSpring.2017.8108436,2-s2.0-85040580594
2017,Wavelet-Time Diversity Transmission in Wireless Systems: Bit-Error Probability,10.1109/VTCSpring.2017.8108436,2-s2.0-85040580594
2017,“LINC transmitter with improved efficiency for offset-modulation signals with limited bandwidth”,,
2017,“Patent of transmission method with double directivity”,,
2016,Characterization of the Opportunistic Service Time in Cognitive Radio Networks,10.1109/TCCN.2016.2603994,
2016,Characterization of the Opportunistic Service Time in Cognitive Radio Networks,10.1109/TCCN.2016.2603994,
2016,MIMO optimized for W-CDMA,,2-s2.0-85051601128
2016,MIMO optimized for W-CDMA,,2-s2.0-85051601128
2016,PAPR Reduction in MIMO OFDM/A Systems using Geodesic Descent Method,,
2016,A Closed-Form Solution for RSS/AoA Target Localization by Spherical Coordinates Conversion,10.1109/LWC.2016.2615614,2-s2.0-85007482720
2016,A distributed MAC protocol for multi-packet reception wireless networks,10.1109/PIMRC.2016.7794791,2-s2.0-85010028300
2016,A geodesic descent technique for PAPR reduction in MIMO-OFDM,10.1109/TELFOR.2015.7377514,2-s2.0-84964474588
2016,A Simplified method for evaluating clipping effects on sampled OFDM signals,10.1109/VTCFall.2015.7390818,2-s2.0-84964507270
2016,A WLS estimator for target localization in a cooperative wireless sensor network,10.1007/978-3-319-31165-4_27,2-s2.0-84962050555
2016,An accurate low complexity method for studying quantization effects in base station cooperation systems,10.1109/VTCFall.2015.7390835,2-s2.0-84964465097
2016,Beamforming optimization for multiuser wireless systems using Meta-heuristics,10.1109/VTCFall.2016.7880921,2-s2.0-85016987556
2016,Clustered multiuser detection for the uplink of 5G systems,10.1109/VTCSpring.2016.7504163,2-s2.0-84979738516
2016,Cooperative localization in wireless sensor networks using combined measurements,10.1109/TELFOR.2015.7377513,2-s2.0-84964523394
2016,Distributed RSS-AoA Based Localization with Unknown Transmit Powers,10.1109/LWC.2016.2567394,2-s2.0-84984821781
2016,Efficient clustered detection for the uplink of cellular systems with universal frequency reuse,10.1109/TEMU.2016.7551927,2-s2.0-84988360779
2016,Frequency-domain packet combining techniques for UWB,,2-s2.0-85051585437
2016,Frequency-domain packet combining techniques for UWB,,2-s2.0-85051585437
2016,Iterative decoding techniques for ring-type magnitude modulated signals,10.1109/ICC.2016.7511062,2-s2.0-84981313201
2016,Iterative receiver based on the EGC for massive MIMO schemes using SC-FDE modulations,10.1049/el.2016.0012,2-s2.0-84969850190
2016,Iterative space-frequency equalizer for CE-OFDM mmW based systems,10.1109/ISCC.2016.7543826,2-s2.0-84985916578
2016,Linear amplification with multiple amplifiers and antennas,10.2316/P.2016.830-005,2-s2.0-85014832054
2016,Massive MIMO with nonlinear amplification: Signal characterization and performance evaluation,10.1109/GLOCOM.2016.7841975,2-s2.0-85015405429
2016,MIMO Detection and Equalization for Single-Carrier Systems Using the Alternating Direction Method of Multipliers,10.1109/LSP.2016.2618959,2-s2.0-85011695908
2016,MIMO optimized for single-carrier frequency-domain equalization,,2-s2.0-85051592027
2016,MIMO optimized for single-carrier frequency-domain equalization,,2-s2.0-85051592027
2016,Multi antenna transmission technique with constellation shaping for secrecy at physical layer,10.1109/VTCFall.2015.7391027,2-s2.0-84964461195
2016,Multi-user HetNets with imperfect CSI: Iterative equalization aided IA,10.1109/CSCN.2015.7390462,2-s2.0-84978045376
2016,MyopicMAC: A Throughput-Optimal Random Access Scheme for Distributed Wireless Networks,10.1007/s11277-015-3014-x,2-s2.0-84958172512
2016,New Iterative Frequency-Domain Detectors for IA-Precoded MC-CDMA Systems,10.1007/s11277-015-2982-1,2-s2.0-84958162331
2016,Non linear space-time equalizer for single-user hybrid mmWave massive MIMO systems,10.1109/ICUMT.2016.7765353,2-s2.0-85006835235
2016,On the assessment of nonlinear distortion effects in MIMO-OFDM systems,10.1109/VTCSpring.2016.7504376,2-s2.0-84979741959
2016,On the capacity of nonlinear massive MIMO-OFDM systems,10.1109/VTCFall.2016.7881117,2-s2.0-85016990904
2016,On the design of robust multi-user receivers for Base Station cooperation systems,10.1109/VTCFall.2016.7881119,2-s2.0-85017030275
2016,On the Detection of CE-OFDM Signals,10.1109/LCOMM.2016.2598334,2-s2.0-84996955248
2016,On the evaluation of clipping effects in massive MIMO-OFDM systems,10.1109/VTCFall.2016.7881121,2-s2.0-85017033461
2016,On the optimum performance of CE-OFDM schemes in frequency-selective channels,10.1109/TEMU.2016.7551924,2-s2.0-84988353398
2016,Optimum performance and spectral characterization of CE-OFDM signals,10.1109/VTCFall.2015.7391060,2-s2.0-84964541183
2016,Peak-to-average power ratio reduction in multiple-input multiple-output orthogonal frequency-division multiple access systems using geodesic descent method,10.1049/iet-com.2015.0563,2-s2.0-84957872262
2016,Ring-type magnitude modulation for OQPSK: Enabling NL-amplification of spectral efficient signals,10.1109/VTCSpring.2016.7504456,2-s2.0-84979730444
2016,Spectrum Sensing Performance in Cognitive Radio Networks with Multiple Primary Users,10.1109/TVT.2015.2406254,2-s2.0-84963945182
2016,Successful Packet Reception Analysis in Multi-Packet Reception Wireless Systems,10.1109/LCOMM.2016.2606105,2-s2.0-84988353303
2016,Theoretical analysis of non-linear quantization of broadband channels,10.1109/CSCN.2015.7390463,2-s2.0-84978100614
2016,Time-Interleaved Block-Windowed Burst OFDM,10.1109/VTCFall.2016.7881580,2-s2.0-85017021336
2016,Two-stage space-time receiver structure for multiuser hybrid mmW massive MIMO systems,10.1109/CSCN.2016.7785173,2-s2.0-85010282170
2016,Use of 1-bit digital-to-analogue converters in massive MIMO systems,10.1049/el.2015.4037,2-s2.0-84969922879
2016,Using lightly synchronized MultiPacket Reception in Machine-Type Communication networks,10.1109/GLOCOMW.2016.7849077,2-s2.0-85015921654
2016,Wavelet-Coded OFDM for next generation mobile communications,10.1109/VTCFall.2016.7881967,2-s2.0-85017013017
2015,A double-stage reservation-based MAC scheme for distributed cognitive radio networks,10.1109/DySPAN.2015.7343924,2-s2.0-84960400895
2015,A hybrid ARQ scheme for faster than Nyquist signaling with iterative frequency-domain detection,10.1109/VTCSpring.2015.7145609,2-s2.0-84940403983
2015,A multi-antenna technique for mm-wave communications with large constellations and strongly nonlinear amplifiers,10.1109/GEMIC.2015.7107809,2-s2.0-84934301411
2015,A non-preemptive MAC protocol for multi-channel cognitive radio networks,10.1109/WCNCW.2015.7122554,2-s2.0-84938766516
2015,A simple method for the analytical characterization of OFDM schemes with LINC transmitter structures,10.1109/ISWCS.2015.7454455,2-s2.0-84984981931
2015,An efficient method for modeling and evaluating quantization effects on Gaussian signals,10.2316/P.2015.826-005,2-s2.0-85015809889
2015,Analytical characterisation and optimum performance of DC-biased optical orthogonal frequency division multiplexing signals,10.1049/iet-com.2014.1009,2-s2.0-84928800313
2015,Analytical evaluation of nonlinear distortion effects on multicarrier signals,10.1201/b18370,2-s2.0-84992061874
2015,Analytical evaluation of nonlinear distortion effects on multicarrier signals,10.1201/b18370,2-s2.0-84992061874
2015,Analytical evaluation of nonlinear distortion effects on multicarrier signals,10.1201/b18370,2-s2.0-84992061874
2015,Analytically characterization and optimum performance of nonlinearly distorted coherent optical OFDM signals,,2-s2.0-84924762858
2015,Clustered multiuser detection using SC-FDE transmission with iterative receivers,10.1109/VTCSpring.2015.7145747,2-s2.0-84940398803
2015,Distributed RSS-based localization in wireless sensor networks with node selection mechanism,10.1007/978-3-319-16766-4_22,2-s2.0-84926664104
2015,Efficient estimator for distributed RSS-based localization in wireless sensor networks,10.1109/IWCMC.2015.7289264,2-s2.0-84949488489
2015,Efficient LINC amplification for 5G through ring-type magnitude modulation,10.1109/GLOCOMW.2015.7414200,2-s2.0-84971246156
2015,Efficient Transmitter and Receiver Designs for SC-FDMA Based Heterogeneous Networks,10.1109/TCOMM.2015.2434383,2-s2.0-84937501232
2015,Equivalent nonlinearities for studying nonlinear effects on sampled OFDM Signals,10.1109/LCOMM.2015.2403326,2-s2.0-84927709552
2015,Estimation and compensation of phase imbalances in transmitters using multiple amplifiers in parallel,10.2316/P.2015.826-014,2-s2.0-85015795486
2015,FM-MAC: A novel MAC protocol for in-band full-duplex systems that use multipacket reception,10.1109/GLOCOMW.2015.7414098,2-s2.0-84971225699
2015,Frequency-Domain Receiver Design for Transmission Through Multipath Channels with Strong Doppler Effects,10.1007/s11277-015-2446-7,2-s2.0-84937519025
2015,Hybrid RSS-AoA technique for 3-D node localization in wireless sensor networks,10.1109/IWCMC.2015.7289266,2-s2.0-84949517819
2015,IB-DFE based equalizer for constant envelop OFDM systems,10.1109/ConTEL.2015.7231217,2-s2.0-84960414156
2015,Implementing physical layer security using transmitters with constellation shaping,10.1109/ICCCN.2015.7288418,2-s2.0-84959343505
2015,Improved BER performance evaluation of base station cooperation systems employing SC-FDE modulations with IB-DFE receivers,10.2316/P.2015.826-023,2-s2.0-85015797411
2015,Interference-Aware Iterative Block Decision Feedback Equalizer for Single-Carrier Transmission,10.1109/TVT.2014.2352266,2-s2.0-84937231539
2015,Interpolated UQ vs RVQ as limited feedback for broadband channels,,2-s2.0-84979703597
2015,Iterative Equalization and Interference Alignment for Multiuser MIMO HetNets with Imperfect CSI,10.1155/2015/605250,2-s2.0-84958999320
2015,Iterative frequency-domain equalization for general QAM constellations with reduced envelope fluctuations through magnitude modulation techniques,10.1109/VTCSpring.2015.7145894,2-s2.0-84940399225
2015,Joint frequency domain equalisation and phase noise estimation for single-carrier modulations in doubly-selective channels,10.1049/iet-com.2014.0900,2-s2.0-84928910931
2015,Joint turbo frequency domain equalization and stochastic recursive filtering carrier synchronization,10.1109/VTCSpring.2015.7145907,2-s2.0-84940398709
2015,Multipacket reception performance in the presence of in-band full duplex communication,10.1109/ICCW.2015.7247313,2-s2.0-84947717334
2015,On the optimum multicarrier performance with memoryless nonlinearities,10.1109/TCOMM.2015.2388484,2-s2.0-84923338923
2015,On the performance of decentralized CR MAC protocols under heterogeneous channel sensing conditions,10.1109/WCNCW.2015.7122562,2-s2.0-84938787488
2015,On the performance of quantized DMT signals,10.1109/ICTC.2015.7354552,2-s2.0-84964838587
2015,On the theoretical BER performance of SC-FDE schemes with IB-DFE receivers,10.1109/VTCSpring.2015.7145976,2-s2.0-84940398664
2015,Path loss interference in mobile Random Waypoint networks,,2-s2.0-84979650382
2015,Performance of a cognitive p-persistent slotted Aloha protocol,10.1109/ICCW.2015.7247213,2-s2.0-84947799195
2015,Physical layer security scheme based on power efficient multi-antenna transmitter,,2-s2.0-84947248817
2015,Receiver design for the uplink of base station cooperation systems employing SC-FDE modulations,10.1186/s13638-014-0237-6,2-s2.0-84921867870
2015,Robust iterative interference alignment with limited feedback,10.1109/GLOCOMW.2015.7414024,2-s2.0-84971225629
2015,RSS-based localization in wireless sensor networks using convex relaxation: Noncooperative and cooperative schemes,10.1109/TVT.2014.2334397,2-s2.0-84929376596
2015,Smart receiver for multi-antenna transmitters with constellation shaping,,2-s2.0-84947296651
2015,Towards an enhanced frequency reuse: Base station cooperation with turbo frequency domain receivers,10.1109/ICC.2015.7248748,2-s2.0-84953737394
2015,Uplink Performance Evaluation of Packet Combining ARQ for MPR Prefix-Assisted DS-CDMA,10.1109/TCOMM.2015.2434878,2-s2.0-84937510637
2015,Use of equivalent nonlinearities for studying quantisation effects on sampled multicarrier signals,10.1049/el.2014.3960,2-s2.0-84921362890
2014,Energy-efficient Distributed RSS-based Localization in Wireless Sensor Networks Using Convex Relaxation,,
2014,Frequency-Domain Packet Combining Techniques for UWB,,
2014,IA-Precoding with IB-DFE Scheme for Uplink SC-FDMA Heterogeneous Networks,,
2014,MIMO optimized for Single Carrier Frequency Domain Equalization,,
2014,New Robust Iterative MMSE based Interference Alignment Algorithm,10.1049/joe.2013.0098,
2014,On the Optimum Performance of Nonlinearly Distorted OFDM Signals,,
2014,On the Optimum Performance of Nonlinearly Distorted OFDM Signals,,
2014,A high throughput H-ARQ technique with Faster-than-Nyquist signaling,10.1109/TEMU.2014.6917747,2-s2.0-84909594907
2014,Analog-to-Digital Converters with embedded if mixing using variable reference voltages,10.1109/ISCAS.2014.6865072,2-s2.0-84907409806
2014,Analytical evaluation of nonlinear amplify-and-forward relay systems for OFDM signals,10.1109/VTCFall.2014.6965883,2-s2.0-84919460296
2014,Analytical evaluation of nonlinear amplify-and-forward relay systems for OFDM signals,10.1109/VTCFall.2014.6965883,2-s2.0-84919460296
2014,Block-windowed burst OFDM: A high-efficiency multicarrier technique,10.1049/el.2014.2522,2-s2.0-84912108423
2014,Channel estimation and equalization for asynchronous single frequency networks,10.1109/TBC.2014.2301900,2-s2.0-84898597559
2014,Characterization of the Spatial False Alarm effect in Cognitive Radio Networks,10.1109/ICCCN.2014.6911742,2-s2.0-84908180965
2014,Design of good constellations for single-subcarrier intensity-modulated optical systems,10.1109/TEMU.2014.6917758,2-s2.0-84909619233
2014,Detection of licensed users' activity in a random access ultra wideband cognitive system,10.1109/ICUWB.2014.6958957,2-s2.0-84912120702
2014,Distributed RSS-Based localization in wireless sensor networks based on second-order cone programming,10.3390/s141018410,2-s2.0-84908542715
2014,Distributed RSS-based localization in wireless sensor networks using convex relaxation,10.1109/ICCNC.2014.6785449,2-s2.0-84899522362
2014,Distributed RSS-Based Localization in Wireless Sensor Networks with Asynchronous Node Communication,10.1007/978-3-642-54734-8_57,2-s2.0-84940223301
2014,Distributed RSS-Based Localization in Wireless Sensor Networks with Asynchronous Node Communication,10.1007/978-3-642-54734-8_57,2-s2.0-84940223301
2014,Distributed RSS-Based Localization in Wireless Sensor Networks with Asynchronous Node Communication,10.1007/978-3-642-54734-8_57,2-s2.0-84940223301
2014,Efficient simulation of nonlinear effects on multicarrier signals,10.2316/P.2014.809-047,2-s2.0-84898427078
2014,IB-DFE SIC based receiver structure for IA-precoded MC-CDMA systems,,2-s2.0-84911904764
2014,IB-DFE-based receivers for MC-CDMA systems with interference alignment,10.1109/ISCC.2014.6912557,2-s2.0-84908177645
2014,Impact of channel estimation errors on SC-FDE systems,10.1109/TCOMM.2013.121613.130046,2-s2.0-84901339074
2014,Iterative frequency-domain detection for IA-precoded MC-CDMA systems,10.1109/TCOMM.2014.022514.130681,2-s2.0-84899897408
2014,Joint equalization and Gaussian sums particle filtering phase noise estimation,10.1109/ICC.2014.6884009,2-s2.0-84906998206
2014,Joint equalization and phase drift compensation for the underwater acoustic channel,10.1109/VTCFall.2014.6966029,2-s2.0-84919459162
2014,Joint equalization and phase drift estimation for underwater acoustic communications,10.1109/GLOCOM.2014.7037449,2-s2.0-84949923019
2014,Low complexity multiple user detection for SC-FDE with OQPSK signals,10.1109/TEMU.2014.6917748,2-s2.0-84909606641
2014,Low-bit rate feedback strategies for iterative IA-precoded MIMO-OFDM-based systems,10.1155/2014/619454,2-s2.0-84896380266
2014,Magnitude modulation applied to LINC transmitters: Paving the road for better efficiency,10.1109/VTCFall.2014.6966045,2-s2.0-84919460490
2014,Measuring the magnitude of envelope fluctuations: Should we use the PAPR?,10.1109/VTCFall.2014.6966053,2-s2.0-84919459119
2014,MIMO optimized for WCDMA,,
2014,Multiple input multiple output system with multi user support based on directive information transmission,,2-s2.0-84911095433
2014,On coordinated multi-point transmission for cellular environments,,2-s2.0-84911091541
2014,On Quasi-Optimum Detection of Nonlinearly Distorted OFDM Signals,10.1007/978-3-642-54734-8_55,2-s2.0-84940293652
2014,On Quasi-Optimum Detection of Nonlinearly Distorted OFDM Signals,10.1007/978-3-642-54734-8_55,2-s2.0-84940293652
2014,On Quasi-Optimum Detection of Nonlinearly Distorted OFDM Signals,10.1007/978-3-642-54734-8_55,2-s2.0-84940293652
2014,On the design of spreading sequences for CDMA systems with nonlinear OQPSK-type modulations,10.1109/VITAE.2014.6934506,2-s2.0-84911894280
2014,On the impact of the clipping techniques on the performance of optical OFDM,,2-s2.0-84910077732
2014,On the optimum multicarrier performance with memoryless nonlinearities,10.1109/TVT.2014.2381874,2-s2.0-84991110537
2014,On the optimum performance of nonlinearly distorted OFDM signals,10.1109/VTCSpring.2014.7023015,2-s2.0-84936868502
2014,Peak reduction in OFDM using second-order cone programming relaxation,10.1186/1687-6180-2014-130,2-s2.0-84919880987
2014,Phase noise estimation for M-QAM constellations using gaussian sum particle filtering,10.1109/VTCSpring.2014.7023054,2-s2.0-84988273944
2014,Phase noise estimation for M-QAM constellations using gaussian sum particle filtering,10.1109/VTCSpring.2014.7023054,2-s2.0-84988273944
2014,Power efficient MIMO SC-FDE transmission using magnitude modulation techniques,10.1109/VTCFall.2014.6966133,2-s2.0-84919459073
2014,Practical Assessment of Energy-Based Sensing through Software Defined Radio Devices,10.1007/978-3-642-54734-8_58,2-s2.0-84940260469
2014,QLow complexity LDPC coded IB-DFE for multilevel modulations and coded OFDM: Comparison and complexity trade-offs,10.1109/TEMU.2014.6917757,2-s2.0-84909594910
2014,Robust frequency-domain receivers for a transmission technique with directivity at the constellation level,10.1109/VTCFall.2014.6966163,2-s2.0-84919459031
2014,SC-FDE femtocell energy saving using IB-DFE Interference Cancellation techniques,10.1109/ICT.2014.6845133,2-s2.0-84904438420
2014,SC-FDE transmission with strong Doppler effects,10.2316/P.2014.811-018,2-s2.0-84898405638
2014,Systematic method for designing constellations for intensity-modulated optical systems,10.1364/JOCN.6.000449,2-s2.0-84901913478
2014,Transmission Method (PCT),,
2013,Advances on Medium Access Control for Cognitive Radio Networks,,
2013,RSS-based Localization in Wireless Sensor Networks with Unknown Transmit Power and Path Loss Exponent using SDP Relaxation,,
2013,A novel distributed power allocation scheme for coordinated multicell systems,10.1186/1687-1499-2013-30,2-s2.0-84878036563
2013,A soft-handover scheme for LEO satellite networks,10.1109/VTCFall.2013.6692061,2-s2.0-84893283468
2013,An efficient channel estimation and tracking technique for Single Frequency Networks with SC-FDE modulations,10.1109/ICSPCS.2013.6723952,2-s2.0-84903836028
2013,Broadband single-carrier transmission techniques,10.1016/j.phycom.2013.05.003,2-s2.0-84882723746
2013,Channel availability assessment for cognitive radios,,2-s2.0-84928337339
2013,Decision-directed estimation of phase noise in iterative frequency-domain equalization schemes,10.1109/ICSPCS.2013.6723928,2-s2.0-84903846951
2013,Efficient amplification and detection of multilevel SC-FDE signals based on BPSK components,10.1109/MILCOM.2013.140,2-s2.0-84897678869
2013,Energy-efficient QoS provisioning in random access satellite NDMA schemes,10.1109/ICCCN.2013.6614136,2-s2.0-84891415786
2013,Error rate analysis of M-PSK with magnitude modulation envelope control,10.1049/el.2013.2449,2-s2.0-84883236685
2013,Frequency-domain cross-layer diversity techniques: An efficient way of coping with lost packets in broadband wireless systems,10.1109/MWC.2013.6664480,2-s2.0-84888624132
2013,Impact of imperfect channel estimation on SC-FDE,10.1109/VTCSpring.2013.6692588,2-s2.0-84893526953
2013,Improving path duration in high mobility vehicular ad hoc networks,10.1016/j.adhoc.2012.04.009,2-s2.0-84870056146
2013,Improving the performance of nonlinear OFDM schemes with ML-based receivers,,2-s2.0-84903181062
2013,Iterative FDE design for LDPC-coded magnitude modulation schemes,,2-s2.0-84903125149
2013,Iterative frequency-domain packet combining techniques for UWB systems with strong interference levels,10.1007/s11277-012-0704-5,2-s2.0-84876103081
2012,Iterative FDE receivers for UWB systems with strong interference levels,10.1109/MILCOM.2012.6415604,2-s2.0-84874341455
2012,Iterative FDE Receivers for UWB Systems with Strong Interference Levels,10.1007/s11277-012-0704-5,2-s2.0-84874341455
2013,Iterative interference alignment techniques for broadba.nd wireless systems with limited feedback,10.1109/ICSPCS.2013.6723902,2-s2.0-84903845706
2013,Iterative interference alignment techniques for broadba.nd wireless systems with limited feedback,10.1109/ICSPCS.2013.6723902,2-s2.0-84903845706
